audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
sensors-physical-systems.actuator-control.motor-control,38-sensors-physical-systems/actuator-control/motor-control.yaml,Motor Control Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,5-7 hours,true,true,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.actuator-control.output-verification,38-sensors-physical-systems/actuator-control/output-verification.yaml,Output Verification Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.actuator-control.pneumatic-systems,38-sensors-physical-systems/actuator-control/pneumatic-systems.yaml,Pneumatic Systems Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,medium,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.actuator-control.servo-systems,38-sensors-physical-systems/actuator-control/servo-systems.yaml,Servo Systems Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.actuator-control.valve-control,38-sensors-physical-systems/actuator-control/valve-control.yaml,Valve Control Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.adc-resolution-accuracy,38-sensors-physical-systems/data-acquisition/adc-resolution-accuracy.yaml,ADC Resolution and Accuracy Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,high,4-6 hours,true,true,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.data-buffering-storage,38-sensors-physical-systems/data-acquisition/data-buffering-storage.yaml,Data Buffering and Storage Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.data-quality-validation,38-sensors-physical-systems/data-acquisition/data-quality-validation.yaml,Data Quality Validation Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.noise-interference-mitigation,38-sensors-physical-systems/data-acquisition/noise-interference-mitigation.yaml,Noise and Interference Mitigation Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.sampling-rate-optimization,38-sensors-physical-systems/data-acquisition/sampling-rate-optimization.yaml,Sampling Rate Optimization Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.signal-processing,38-sensors-physical-systems/data-acquisition/signal-processing.yaml,Signal Processing Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.data-acquisition.time-synchronization,38-sensors-physical-systems/data-acquisition/time-synchronization.yaml,Time Synchronization Audit,sensors-physical-systems,38,data-acquisition,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.air-quality-monitoring,38-sensors-physical-systems/environmental-monitoring/air-quality-monitoring.yaml,Air Quality Monitoring Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.humidity-monitoring,38-sensors-physical-systems/environmental-monitoring/humidity-monitoring.yaml,Humidity Monitoring Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.hvac-monitoring,38-sensors-physical-systems/environmental-monitoring/hvac-monitoring.yaml,HVAC Monitoring Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,medium,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.liquid-level-sensing,38-sensors-physical-systems/environmental-monitoring/liquid-level-sensing.yaml,Liquid Level Sensing Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,high,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.pressure-sensing,38-sensors-physical-systems/environmental-monitoring/pressure-sensing.yaml,Pressure Sensing Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.temperature-sensing,38-sensors-physical-systems/environmental-monitoring/temperature-sensing.yaml,Temperature Sensing Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.environmental-monitoring.vibration-monitoring,38-sensors-physical-systems/environmental-monitoring/vibration-monitoring.yaml,Vibration Monitoring Audit,sensors-physical-systems,38,environmental-monitoring,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.analog-signal-conditioning,38-sensors-physical-systems/hardware-interfaces/analog-signal-conditioning.yaml,Analog Signal Conditioning Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.can-bus-implementation,38-sensors-physical-systems/hardware-interfaces/can-bus-implementation.yaml,CAN Bus Implementation Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.fieldbus-integration,38-sensors-physical-systems/hardware-interfaces/fieldbus-integration.yaml,Fieldbus Integration Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.gpio-management,38-sensors-physical-systems/hardware-interfaces/gpio-management.yaml,GPIO Management Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,medium,3-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.i2c-reliability,38-sensors-physical-systems/hardware-interfaces/i2c-reliability.yaml,I2C Reliability Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.spi-configuration,38-sensors-physical-systems/hardware-interfaces/spi-configuration.yaml,SPI Configuration Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,medium,3-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.hardware-interfaces.uart-integrity,38-sensors-physical-systems/hardware-interfaces/uart-integrity.yaml,UART Integrity Audit,sensors-physical-systems,38,hardware-interfaces,expert,active,partial,medium,3-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.access-control-integration,38-sensors-physical-systems/physical-security/access-control-integration.yaml,Access Control Integration Audit,sensors-physical-systems,38,physical-security,expert,active,partial,high,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.enclosure-security,38-sensors-physical-systems/physical-security/enclosure-security.yaml,Enclosure Security Audit,sensors-physical-systems,38,physical-security,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.environmental-threat-protection,38-sensors-physical-systems/physical-security/environmental-threat-protection.yaml,Environmental Threat Protection Audit,sensors-physical-systems,38,physical-security,expert,active,partial,high,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.intrusion-detection,38-sensors-physical-systems/physical-security/intrusion-detection.yaml,Intrusion Detection Audit,sensors-physical-systems,38,physical-security,expert,active,partial,high,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.surveillance-integration,38-sensors-physical-systems/physical-security/surveillance-integration.yaml,Surveillance Integration Audit,sensors-physical-systems,38,physical-security,expert,active,partial,medium,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.physical-security.tamper-detection,38-sensors-physical-systems/physical-security/tamper-detection.yaml,Tamper Detection Audit,sensors-physical-systems,38,physical-security,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.battery-systems,38-sensors-physical-systems/power-management/battery-systems.yaml,Battery Systems Audit,sensors-physical-systems,38,power-management,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.energy-efficiency,38-sensors-physical-systems/power-management/energy-efficiency.yaml,Energy Efficiency Audit,sensors-physical-systems,38,power-management,expert,active,partial,medium,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.power-quality,38-sensors-physical-systems/power-management/power-quality.yaml,Power Quality Audit,sensors-physical-systems,38,power-management,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.power-redundancy,38-sensors-physical-systems/power-management/power-redundancy.yaml,Power Redundancy Audit,sensors-physical-systems,38,power-management,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.power-supply-monitoring,38-sensors-physical-systems/power-management/power-supply-monitoring.yaml,Power Supply Monitoring Audit,sensors-physical-systems,38,power-management,expert,active,partial,high,4-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.power-management.ups-systems,38-sensors-physical-systems/power-management/ups-systems.yaml,UPS Systems Audit,sensors-physical-systems,38,power-management,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.emergency-stop-coverage,38-sensors-physical-systems/safety-systems/emergency-stop-coverage.yaml,Emergency Stop Coverage Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,4-6 hours,true,true,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.fail-safe-modes,38-sensors-physical-systems/safety-systems/fail-safe-modes.yaml,Fail-Safe Modes Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.interlock-verification,38-sensors-physical-systems/safety-systems/interlock-verification.yaml,Interlock Verification Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.machine-guarding,38-sensors-physical-systems/safety-systems/machine-guarding.yaml,Machine Guarding Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.safety-instrumented-functions,38-sensors-physical-systems/safety-systems/safety-instrumented-functions.yaml,Safety Instrumented Functions Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,6-8 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.safety-systems.safety-plc-configuration,38-sensors-physical-systems/safety-systems/safety-plc-configuration.yaml,Safety PLC Configuration Audit,sensors-physical-systems,38,safety-systems,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
